sample_id,url,label,label_name,source,source_id,source_metadata,score,risk,prediction,prediction_name,correct,indicator_count,indicators
PG-0217,https://abmahnungshilfe.de/img/,1,phishing,PhishTank,9166288,Other,0,LOW RISK,0,legitimate,False,0,
PG-0218,https://us17.campaign-archive.com/?u=e43179d2475cc2a7dbb38b3f4&id=16b9ea52c1,1,phishing,PhishTank,9192702,Other,0,LOW RISK,0,legitimate,False,0,
PG-0223,https://samup.live/check,1,phishing,PhishTank,9463994,Other,0,LOW RISK,0,legitimate,False,0,
PG-0228,https://qrco.de/bgaxWD,1,phishing,PhishTank,9335772,Other,0,LOW RISK,0,legitimate,False,0,
PG-0229,https://app.jotform.com/251981481175564,1,phishing,PhishTank,9159031,Other,0,LOW RISK,0,legitimate,False,0,
PG-0234,https://urlz.fr/vd1W,1,phishing,PhishTank,9475796,Other,0,LOW RISK,0,legitimate,False,0,
PG-0235,https://www.digitale-clee.com,1,phishing,PhishTank,9467177,Soci̩t̩ G̩n̩rale,0,LOW RISK,0,legitimate,False,0,
PG-0236,https://info405980.wixsite.com/my-site-1,1,phishing,PhishTank,9258006,Other,0,LOW RISK,0,legitimate,False,0,
PG-0241,https://allegrolokalnie.oferta-211874.cfd,1,phishing,PhishTank,9509303,Allegro,0,LOW RISK,0,legitimate,False,0,
PG-0243,https://qrco.de/bfJ0MB,1,phishing,PhishTank,8709779,Other,0,LOW RISK,0,legitimate,False,0,
PG-0244,https://bradesco.segurancanetempresa.pro/inicio,1,phishing,PhishTank,9399588,Other,0,LOW RISK,0,legitimate,False,0,
PG-0247,https://l.ead.me/bgbRos,1,phishing,PhishTank,9335943,Other,0,LOW RISK,0,legitimate,False,0,
PG-0250,https://nnfems.com/Webmail/20/Webmail/webmail.php,1,phishing,PhishTank,8596764,Other,0,LOW RISK,0,legitimate,False,0,
PG-0251,https://q-r.to/bgbPQHcfgfcdf,1,phishing,PhishTank,9333823,Other,0,LOW RISK,0,legitimate,False,0,
PG-0255,https://www.dropbox.com/scl/fi/hnwyidc4dnylpuv256oug/BT.paper?dl=0&rlkey=xvm4qwahbr2ciytsnb9hykhlw,1,phishing,PhishTank,8694738,Other,0,LOW RISK,0,legitimate,False,0,
PG-0262,https://q-r.to/bfMMi2,1,phishing,PhishTank,8741076,Other,0,LOW RISK,0,legitimate,False,0,
PG-0264,https://9013351951-1.github.io/8066237985/,1,phishing,PhishTank,8892164,Other,0,LOW RISK,0,legitimate,False,0,
PG-0265,https://renueva-net-acc.com/captcha,1,phishing,PhishTank,9481522,Netflix,0,LOW RISK,0,legitimate,False,0,
PG-0266,https://qrco.de/bfAZzhSCdvSpSOVsaeEW,1,phishing,PhishTank,8630208,Other,0,LOW RISK,0,legitimate,False,0,
PG-0277,https://new.express.adobe.com/webpage/qVeY5AaUPpcwg,1,phishing,PhishTank,8482233,Other,0,LOW RISK,0,legitimate,False,0,
PG-0279,https://fwgwz4.webwave.dev/,1,phishing,PhishTank,8259217,Other,0,LOW RISK,0,legitimate,False,0,
PG-0281,https://bafkreic2hzj6fyiflbjbbwndqq4wtb5rajijopy33do6bect3fko3o7st4.ipfs.dweb.link/,1,phishing,PhishTank,8431005,Other,0,LOW RISK,0,legitimate,False,0,
PG-0284,https://q-r.to/bgcZeO,1,phishing,PhishTank,9345833,Other,0,LOW RISK,0,legitimate,False,0,
PG-0285,https://sites.google.com/view/roste/accueil,1,phishing,PhishTank,8610868,Other,0,LOW RISK,0,legitimate,False,0,
PG-0287,https://qrco.de/bgbu2E,1,phishing,PhishTank,9344461,Other,0,LOW RISK,0,legitimate,False,0,
PG-0291,https://ur0.jp/jmMMc,1,phishing,PhishTank,8703561,Other,0,LOW RISK,0,legitimate,False,0,
PG-0296,https://sites.google.com/view/midineroapp11/,1,phishing,PhishTank,8226843,Other,0,LOW RISK,0,legitimate,False,0,
PG-0298,https://kuiecunlogie.webflow.io/,1,phishing,PhishTank,9410246,Other,0,LOW RISK,0,legitimate,False,0,
PG-0304,https://new.express.adobe.com/webpage/aeoyhX9d5UlWA,1,phishing,PhishTank,8358592,Other,0,LOW RISK,0,legitimate,False,0,
PG-0307,https://bradesco.netpjreapro.info/,1,phishing,PhishTank,9469322,Other,0,LOW RISK,0,legitimate,False,0,
PG-0310,https://indd.adobe.com/view/ddb8dfc8-75e0-4743-b38f-a51f5d047ea4,1,phishing,PhishTank,8432734,Other,0,LOW RISK,0,legitimate,False,0,
PG-0316,https://auth0edge.com/,0,legitimate,Tranco,2651,top-ranked domain,18,LOW RISK,1,phishing,False,2,SUSPICIOUS_KEYWORDS|DIGIT_SUBSTITUTION
PG-0319,https://docs.google.com/drawings/d/1IIPM4Lxizn2vWDpnQX3t_-TCmS__o0ukYGja4536KMI/edit,1,phishing,PhishTank,9495016,Other,0,LOW RISK,0,legitimate,False,0,
PG-0326,https://dgdgdfkjgdfhgrudgkjdfhgrdgfd-8840.twil.io/dfgdjfgjrdf.html,1,phishing,PhishTank,9369796,Other,0,LOW RISK,0,legitimate,False,0,
PG-0330,https://markjon22.wixsite.com/my-site-1,1,phishing,PhishTank,9210364,Other,0,LOW RISK,0,legitimate,False,0,
PG-0335,https://hitierlallement.grv9710620.pro/,1,phishing,PhishTank,9429770,Other,0,LOW RISK,0,legitimate,False,0,
PG-0336,https://docs.google.com/drawings/d/1A9Qu-f8FFmRY69RZ8OFP2Qd3x9J7TB70poa7LFplk4w/edit,1,phishing,PhishTank,9416872,Other,0,LOW RISK,0,legitimate,False,0,
PG-0338,https://allegrolokalnie.pl-585439.sbs,1,phishing,PhishTank,9491573,Allegro,0,LOW RISK,0,legitimate,False,0,
PG-0343,https://metalsb.com.br/app/,1,phishing,PhishTank,9516998,Other,0,LOW RISK,0,legitimate,False,0,
PG-0347,https://vl16ko.info/7oBbyg,1,phishing,PhishTank,9520704,Other,0,LOW RISK,0,legitimate,False,0,
PG-0352,https://ykm.de/05f65c75340044aa,1,phishing,PhishTank,8972117,Internal Revenue Service,0,LOW RISK,0,legitimate,False,0,
PG-0353,https://q-r.to/bfMrDS,1,phishing,PhishTank,8745278,Other,0,LOW RISK,0,legitimate,False,0,
PG-0357,https://bradesco.atualizandocomseguranca.digital/,1,phishing,PhishTank,9490403,Other,0,LOW RISK,0,legitimate,False,0,
PG-0365,https://bradesco.suporteredejuridico.pro/,1,phishing,PhishTank,9452533,Other,0,LOW RISK,0,legitimate,False,0,
PG-0367,https://l.ead.me/bganUg,1,phishing,PhishTank,9328282,Other,0,LOW RISK,0,legitimate,False,0,
PG-0375,https://l.ead.me/bgbZwl,1,phishing,PhishTank,9335909,Other,0,LOW RISK,0,legitimate,False,0,
PG-0376,https://ipfs.best-practice.se/ipfs/bafybeiboyaek3ag2kvurcl4gy4cntezlavvnoe6rkrg7oj72jtyn3zrlru,1,phishing,PhishTank,8131427,Other,0,LOW RISK,0,legitimate,False,0,
PG-0377,https://tr.ee/16L6nK,1,phishing,PhishTank,9499085,Other,0,LOW RISK,0,legitimate,False,0,
PG-0381,https://q-r.to/bgcCzc,1,phishing,PhishTank,9341634,Other,0,LOW RISK,0,legitimate,False,0,
PG-0382,https://qrco.de/bfMKkZ,1,phishing,PhishTank,8741181,Other,0,LOW RISK,0,legitimate,False,0,
PG-0394,https://klelnanzeigen-deutch.service-de249264.info/getpaymentm/234951427/m9,1,phishing,PhishTank,9477990,Other,4,LOW RISK,0,legitimate,False,1,SUSPICIOUS_KEYWORDS
PG-0406,https://www.dropbox.com/scl/fi/5lpys5czvhxw5q9htjvt2/British-Telecom.paper?rlkey=2rp8r1eqxoupdew3bf6iw7k3p&dl=0,1,phishing,PhishTank,8677055,Other,0,LOW RISK,0,legitimate,False,0,
PG-0410,https://l.ead.me/bfJ1gl,1,phishing,PhishTank,8718877,Other,0,LOW RISK,0,legitimate,False,0,
PG-0423,https://new.express.adobe.com/webpage/6e10ObtiVIphn,1,phishing,PhishTank,8454648,Other,0,LOW RISK,0,legitimate,False,0,
PG-0424,https://q-r.to/bgdVnD,1,phishing,PhishTank,9351159,Other,0,LOW RISK,0,legitimate,False,0,
PG-0425,https://855454510415454.hyperphp.com/?i=1,1,phishing,PhishTank,9407050,Other,0,LOW RISK,0,legitimate,False,0,
PG-0432,https://pagge-verifiield-sitte.vercel.app/active,1,phishing,PhishTank,9470386,Facebook,0,LOW RISK,0,legitimate,False,0,
PG-0439,https://info.dnb.no,1,phishing,PhishTank,7472400,Other,0,LOW RISK,0,legitimate,False,0,
PG-0447,https://q-r.to/bgaqQi,1,phishing,PhishTank,9328098,Other,0,LOW RISK,0,legitimate,False,0,
PG-0449,https://inicioinusual365.webcindario.com/,1,phishing,PhishTank,9406087,Microsoft,0,LOW RISK,0,legitimate,False,0,
PG-0459,https://l.ead.me/bfFvcI,1,phishing,PhishTank,8676381,Other,0,LOW RISK,0,legitimate,False,0,
PG-0463,https://ambitionmu.com/ZipuP/Sites/index.html,1,phishing,PhishTank,9125679,Other,0,LOW RISK,0,legitimate,False,0,
PG-0464,https://melissa304c.myportfolio.com/,1,phishing,PhishTank,8057245,Other,0,LOW RISK,0,legitimate,False,0,
PG-0469,https://registromed009.pro/,1,phishing,PhishTank,9458949,Amazon.com,0,LOW RISK,0,legitimate,False,0,
PG-0477,https://new.express.adobe.com/webpage/U2cxRbBSHVGet,1,phishing,PhishTank,8538554,Other,0,LOW RISK,0,legitimate,False,0,
PG-0480,https://docs.google.com/drawings/d/1byFH_x4u4H3u5mc90ENjOiFrTpz_-jyuZ6JT5Ql6J78/edit,1,phishing,PhishTank,9442148,Other,0,LOW RISK,0,legitimate,False,0,
PG-0482,https://skybridge.click/,0,legitimate,Tranco,2236,top-ranked domain,7,LOW RISK,1,phishing,False,1,SUSPICIOUS_TLD
PG-0485,https://balance.nzpikpak.dpdns.org/,1,phishing,PhishTank,9417644,Other,0,LOW RISK,0,legitimate,False,0,
PG-0486,https://q-r.to/bgbfah,1,phishing,PhishTank,9335861,Other,0,LOW RISK,0,legitimate,False,0,
PG-0487,https://knt9.xyz/,0,legitimate,Tranco,2624,top-ranked domain,7,LOW RISK,1,phishing,False,1,SUSPICIOUS_TLD
PG-0490,https://q-r.to/bfJS16,1,phishing,PhishTank,8719115,Other,0,LOW RISK,0,legitimate,False,0,
PG-0492,https://qrco.de/bfH3Hf,1,phishing,PhishTank,8691465,Other,0,LOW RISK,0,legitimate,False,0,
PG-0495,https://q-r.to/bfQ2OP,1,phishing,PhishTank,8775306,Other,0,LOW RISK,0,legitimate,False,0,
